src,dst,timestamp
1526,8243,272567.0
257,8422,272567.0
199,8389,272587.0
1525,8374,272615.0
850,8642,272670.0
850,8642,272733.0
1472,8766,272746.0
17,8466,272778.0
1267,8417,272796.0
755,8610,272806.0
850,8642,272810.0
1267,8417,272813.0
366,8472,272858.0
1527,8622,272870.0
1522,8313,272889.0
387,8583,272897.0
1528,8781,272912.0
1529,8778,272915.0
483,8734,272938.0
96,8310,273006.0
1527,8622,273015.0
1522,8313,273024.0
1530,8507,273037.0
935,8719,273053.0
850,8642,273119.0
68,8722,273144.0
145,8293,273165.0
535,8718,273180.0
145,8293,273185.0
68,8761,273267.0
4,8231,273290.0
1472,8766,273304.0
125,8466,273306.0
966,8426,273310.0
387,8583,273329.0
117,8326,273329.0
294,8445,273344.0
95,8293,273368.0
125,8676,273368.0
1531,8782,273374.0
1531,8782,273397.0
1410,8269,273406.0
294,8445,273424.0
195,8384,273428.0
182,8366,273434.0
935,8734,273438.0
27,8254,273460.0
966,8426,273488.0
1532,8358,273538.0
195,8384,273544.0
966,8426,273564.0
171,8249,273583.0
259,8424,273601.0
195,8384,273616.0
81,8256,273644.0
4,8725,273659.0
259,8424,273668.0
294,8445,273701.0
195,8384,273738.0
195,8384,273798.0
512,8527,273806.0
1004,8346,273888.0
27,8254,273898.0
27,8254,273979.0
1533,8446,273984.0
1531,8782,273985.0
727,8305,274022.0
390,8484,274029.0
1531,8782,274043.0
1534,8338,274061.0
935,8734,274078.0
1534,8338,274102.0
1534,8338,274133.0
727,8305,274133.0
1136,8722,274152.0
850,8642,274200.0
1469,8769,274209.0
1535,8436,274266.0
976,8681,274308.0
1469,8769,274321.0
164,8783,274328.0
1536,8545,274331.0
1531,8782,274334.0
1535,8436,274338.0
727,8305,274338.0
1537,8588,274351.0
1538,8784,274352.0
1531,8782,274366.0
727,8305,274376.0
68,8350,274376.0
1469,8769,274378.0
1539,8463,274414.0
1018,8417,274417.0
1469,8769,274438.0
164,8783,274451.0
1018,8417,274466.0
1469,8769,274488.0
1469,8769,274544.0
164,8783,274561.0
259,8424,274574.0
259,8424,274632.0
1533,8446,274634.0
1469,8769,274635.0
1532,8358,274698.0
850,8642,274721.0
1437,8278,274773.0
1437,8278,274802.0
1469,8769,274814.0
1437,8278,274838.0
1333,8750,274846.0
1469,8769,274847.0
727,8305,274858.0
274,8365,274890.0
1540,8227,274895.0
725,8473,274904.0
257,8422,274940.0
259,8424,274946.0
257,8422,274963.0
1540,8227,274969.0
257,8422,275040.0
727,8305,275063.0
1509,8414,275072.0
259,8424,275084.0
1469,8769,275110.0
1139,8289,275114.0
261,8777,275125.0
153,8346,275157.0
117,8326,275167.0
261,8777,275173.0
1267,8417,275188.0
218,8389,275190.0
1469,8769,275229.0
1540,8227,275260.0
1469,8769,275268.0
168,8408,275293.0
164,8783,275324.0
1541,8313,275344.0
1540,8227,275350.0
117,8326,275352.0
1139,8409,275359.0
512,8527,275383.0
1066,8458,275433.0
1066,8458,275477.0
1267,8417,275480.0
164,8783,275486.0
1104,8377,275496.0
1267,8417,275536.0
1472,8766,275548.0
1540,8227,275578.0
153,8346,275611.0
1472,8766,275627.0
535,8540,275702.0
382,8480,275709.0
1542,8701,275723.0
1267,8417,275762.0
146,8278,275810.0
1472,8766,275820.0
1267,8417,275868.0
1295,8699,275893.0
1542,8701,275903.0
1267,8417,275925.0
1267,8417,275965.0
1540,8227,275984.0
164,8783,275988.0
535,8540,276018.0
1469,8769,276018.0
1518,8780,276034.0
164,8783,276063.0
1267,8417,276065.0
1542,8701,276107.0
1518,8780,276116.0
535,8312,276135.0
1540,8227,276137.0
1469,8769,276137.0
274,8365,276139.0
1543,8785,276181.0
355,8354,276216.0
1540,8227,276226.0
1139,8342,276246.0
1139,8342,276261.0
1542,8701,276292.0
1448,8540,276311.0
1469,8769,276343.0
1540,8227,276359.0
224,8393,276369.0
1469,8769,276382.0
535,8312,276402.0
1448,8540,276415.0
1469,8769,276416.0
1542,8701,276433.0
535,8312,276464.0
118,8327,276469.0
1469,8769,276479.0
117,8326,276482.0
1267,8417,276484.0
535,8312,276505.0
118,8327,276558.0
224,8393,276583.0
1542,8701,276586.0
1448,8540,276590.0
750,8296,276605.0
1469,8769,276608.0
1469,8769,276679.0
589,8557,276681.0
156,8346,276685.0
118,8327,276693.0
1469,8769,276732.0
1472,8766,276753.0
118,8327,276781.0
1472,8766,276788.0
802,8600,276789.0
752,8514,276811.0
535,8540,276812.0
802,8600,276851.0
1469,8769,276860.0
524,8555,276889.0
118,8327,276891.0
802,8600,276893.0
838,8389,276906.0
1469,8769,276909.0
752,8514,276909.0
224,8393,276920.0
1333,8750,276962.0
713,8260,276986.0
1333,8750,276989.0
1267,8417,277030.0
1469,8769,277046.0
535,8540,277052.0
1333,8750,277056.0
382,8480,277057.0
1004,8346,277064.0
483,8591,277077.0
802,8600,277084.0
17,8554,277089.0
1469,8769,277109.0
1448,8540,277123.0
1258,8349,277130.0
1544,8710,277143.0
535,8540,277143.0
1469,8769,277156.0
164,8783,277181.0
127,8334,277191.0
535,8540,277205.0
387,8583,277221.0
107,8275,277274.0
1540,8227,277287.0
178,8362,277297.0
107,8275,277346.0
1545,8622,277359.0
18,8244,277363.0
1448,8540,277371.0
1546,8617,277377.0
1547,8738,277378.0
1042,8696,277392.0
355,8387,277413.0
387,8583,277426.0
107,8275,277435.0
1448,8540,277448.0
802,8600,277457.0
1448,8540,277479.0
387,8583,277480.0
1042,8696,277488.0
1469,8769,277490.0
1547,8662,277506.0
1548,8346,277514.0
102,8306,277524.0
387,8583,277534.0
535,8540,277538.0
212,8385,277566.0
1469,8769,277575.0
387,8583,277580.0
102,8306,277582.0
274,8365,277596.0
382,8480,277646.0
1448,8540,277648.0
1333,8750,277656.0
1042,8696,277663.0
1546,8617,277682.0
1469,8769,277694.0
102,8306,277701.0
127,8334,277721.0
1469,8769,277727.0
1448,8540,277730.0
850,8786,277742.0
382,8480,277747.0
1448,8540,277753.0
1469,8769,277764.0
274,8365,277765.0
102,8306,277772.0
1546,8617,277808.0
850,8786,277824.0
1549,8269,277839.0
102,8306,277849.0
535,8540,277863.0
1448,8540,277889.0
1546,8617,277899.0
355,8368,277901.0
1448,8540,277913.0
535,8540,277919.0
658,8411,277954.0
1448,8540,277969.0
118,8327,277972.0
1333,8750,277976.0
355,8368,277984.0
259,8424,278025.0
1448,8540,278068.0
475,8555,278081.0
259,8424,278084.0
102,8306,278088.0
274,8365,278099.0
212,8385,278136.0
1550,8787,278138.0
535,8540,278140.0
1448,8540,278147.0
1551,8788,278176.0
535,8540,278190.0
1448,8540,278191.0
355,8387,278191.0
493,8372,278207.0
747,8409,278215.0
493,8372,278230.0
747,8409,278239.0
1552,8302,278256.0
535,8540,278273.0
1448,8540,278274.0
118,8327,278274.0
212,8385,278275.0
1448,8540,278287.0
1469,8769,278306.0
1469,8769,278345.0
1448,8540,278352.0
1551,8788,278353.0
535,8540,278356.0
1469,8769,278366.0
1448,8540,278392.0
535,8540,278405.0
1448,8540,278424.0
1221,8734,278434.0
1448,8540,278458.0
705,8595,278497.0
1553,8618,278519.0
1553,8618,278563.0
274,8365,278610.0
1553,8618,278653.0
1554,8622,278669.0
1448,8540,278696.0
521,8530,278713.0
1540,8227,278722.0
276,8433,278734.0
1448,8540,278737.0
1016,8577,278783.0
1448,8540,278793.0
535,8540,278794.0
755,8610,278818.0
747,8330,278832.0
747,8330,278861.0
355,8354,278873.0
1448,8540,278882.0
705,8595,278909.0
535,8540,278922.0
294,8445,278937.0
1551,8788,278942.0
212,8385,278946.0
107,8319,278947.0
1448,8540,278955.0
276,8433,278955.0
675,8372,278957.0
294,8445,278972.0
747,8342,278974.0
1448,8540,278990.0
535,8540,278996.0
102,8306,279019.0
755,8610,279022.0
535,8540,279023.0
1448,8540,279039.0
118,8327,279049.0
212,8385,279055.0
1555,8789,279061.0
535,8540,279085.0
1555,8789,279089.0
1551,8788,279109.0
1555,8789,279109.0
1540,8227,279125.0
535,8540,279130.0
1555,8789,279132.0
1066,8316,279169.0
535,8540,279191.0
1551,8788,279208.0
535,8540,279216.0
107,8537,279218.0
1556,8588,279237.0
535,8540,279255.0
102,8306,279288.0
1555,8789,279322.0
535,8540,279322.0
1448,8540,279338.0
1555,8789,279347.0
666,8431,279352.0
1555,8789,279370.0
535,8540,279380.0
1555,8789,279393.0
1179,8336,279408.0
535,8540,279458.0
1555,8789,279465.0
1448,8540,279467.0
535,8540,279511.0
535,8540,279538.0
294,8445,279544.0
535,8540,279562.0
294,8445,279574.0
535,8540,279594.0
596,8585,279598.0
1066,8458,279615.0
535,8540,279622.0
1448,8540,279656.0
144,8344,279664.0
1551,8788,279687.0
666,8431,279706.0
1448,8540,279715.0
535,8540,279717.0
144,8344,279725.0
118,8327,279743.0
1448,8540,279763.0
844,8318,279771.0
1448,8540,279803.0
118,8327,279838.0
1448,8540,279886.0
1139,8409,279902.0
535,8540,279910.0
1333,8750,279916.0
1139,8409,279937.0
144,8344,279942.0
1139,8409,279952.0
755,8610,279974.0
535,8540,279984.0
1448,8540,279985.0
321,8313,279996.0
1551,8788,280013.0
1139,8289,280019.0
146,8540,280040.0
259,8424,280046.0
259,8424,280087.0
535,8540,280098.0
292,8367,280128.0
146,8540,280132.0
212,8385,280166.0
576,8397,280184.0
292,8367,280197.0
535,8540,280211.0
212,8385,280242.0
1552,8622,280259.0
118,8327,280294.0
675,8372,280296.0
535,8540,280310.0
276,8433,280331.0
1551,8788,280347.0
535,8540,280361.0
1469,8769,280363.0
212,8385,280363.0
276,8433,280393.0
1551,8788,280416.0
1552,8302,280461.0
755,8610,280485.0
1557,8790,280486.0
1551,8788,280496.0
233,8417,280500.0
535,8540,280510.0
535,8540,280570.0
535,8540,280653.0
17,8295,280653.0
1551,8788,280677.0
1558,8631,280679.0
104,8384,280687.0
233,8321,280722.0
233,8412,280742.0
233,8744,280771.0
233,8253,280810.0
559,8710,280951.0
1558,8631,280962.0
1551,8788,280991.0
233,8738,281031.0
559,8710,281038.0
40,8760,281065.0
233,8346,281150.0
1551,8788,281154.0
164,8783,281163.0
145,8276,281164.0
1557,8790,281174.0
535,8540,281180.0
164,8783,281214.0
535,8540,281240.0
146,8581,281247.0
1557,8790,281248.0
168,8408,281248.0
559,8540,281253.0
233,8340,281270.0
1551,8788,281363.0
1559,8227,281374.0
521,8530,281403.0
1518,8780,281420.0
559,8540,281429.0
1560,8246,281436.0
1557,8790,281445.0
1557,8790,281496.0
382,8480,281539.0
145,8276,281541.0
1551,8788,281555.0
1136,8734,281585.0
620,8397,281619.0
382,8480,281646.0
1551,8788,281646.0
259,8424,281647.0
382,8480,281674.0
17,8446,281680.0
1555,8789,281706.0
233,8611,281729.0
168,8408,281737.0
706,8246,281755.0
1555,8789,281778.0
1551,8788,281788.0
27,8254,281816.0
1557,8790,281818.0
1555,8789,281827.0
233,8620,281828.0
1136,8719,281875.0
1555,8789,281917.0
1557,8790,281920.0
233,8557,281939.0
1555,8789,281942.0
146,8581,281948.0
168,8408,281952.0
259,8424,281961.0
27,8254,281973.0
1469,8769,281981.0
1557,8790,282010.0
259,8424,282065.0
212,8385,282065.0
1469,8769,282066.0
1561,8579,282075.0
1555,8789,282086.0
259,8424,282089.0
1469,8769,282101.0
1559,8227,282133.0
1562,8565,282172.0
292,8367,282176.0
355,8471,282248.0
233,8228,282255.0
1563,8348,282359.0
27,8254,282366.0
382,8480,282425.0
1448,8540,282431.0
292,8367,282433.0
27,8254,282449.0
1448,8540,282449.0
1564,8384,282456.0
1448,8540,282466.0
1551,8788,282488.0
1221,8734,282529.0
1557,8790,282542.0
1221,8791,282604.0
1557,8790,282646.0
1469,8769,282652.0
1221,8791,282666.0
1562,8565,282685.0
1221,8791,282690.0
1221,8791,282699.0
1469,8769,282704.0
1555,8789,282713.0
1136,8791,282747.0
1469,8769,282755.0
1557,8790,282764.0
57,8688,282770.0
1555,8789,282771.0
171,8249,282784.0
256,8421,282784.0
1551,8788,282796.0
1469,8769,282798.0
1221,8791,282803.0
1555,8789,282815.0
144,8344,282832.0
1557,8790,282840.0
1551,8788,282907.0
233,8422,282941.0
1551,8788,282946.0
1555,8789,282948.0
233,8257,282951.0
1469,8769,282979.0
233,8385,282985.0
1565,8370,283004.0
1566,8661,283006.0
195,8384,283012.0
1567,8273,283017.0
233,8692,283067.0
400,8785,283071.0
538,8542,283072.0
233,8744,283084.0
1551,8788,283120.0
538,8542,283136.0
256,8421,283140.0
1557,8790,283185.0
1551,8788,283192.0
640,8579,283203.0
195,8384,283245.0
1469,8769,283264.0
1551,8788,283276.0
1557,8790,283311.0
1555,8789,283315.0
27,8254,283315.0
472,8328,283319.0
1555,8789,283353.0
1469,8769,283368.0
1555,8789,283388.0
1557,8790,283451.0
233,8591,283458.0
276,8433,283490.0
1551,8788,283539.0
1221,8791,283542.0
1555,8789,283550.0
276,8433,283557.0
1221,8791,283559.0
1221,8791,283571.0
276,8433,283615.0
640,8579,283626.0
1551,8788,283633.0
1221,8734,283655.0
276,8433,283668.0
382,8480,283671.0
1568,8792,283697.0
1555,8789,283710.0
233,8433,283737.0
322,8622,283803.0
1569,8511,283819.0
1569,8511,283857.0
256,8421,283861.0
322,8622,283933.0
276,8433,283954.0
1221,8791,283960.0
397,8487,283961.0
1550,8787,283965.0
1221,8791,283971.0
640,8579,283979.0
256,8421,284021.0
227,8320,284070.0
1570,8791,284084.0
747,8342,284109.0
1568,8792,284161.0
27,8254,284177.0
1568,8792,284193.0
233,8534,284202.0
233,8276,284225.0
1569,8511,284230.0
1221,8791,284241.0
938,8434,284243.0
327,8576,284249.0
1221,8791,284259.0
747,8289,284263.0
1550,8787,284271.0
256,8421,284278.0
134,8340,284386.0
322,8622,284393.0
1555,8789,284442.0
1555,8789,284461.0
233,8426,284466.0
1569,8469,284466.0
747,8409,284477.0
233,8444,284483.0
1555,8789,284485.0
640,8579,284485.0
1551,8788,284497.0
1571,8529,284510.0
1555,8789,284521.0
1550,8787,284535.0
327,8451,284557.0
747,8409,284580.0
1555,8789,284585.0
1571,8529,284588.0
144,8344,284589.0
327,8451,284605.0
1555,8789,284612.0
1569,8469,284613.0
1550,8787,284616.0
327,8451,284640.0
1555,8789,284648.0
1569,8469,284662.0
640,8579,284679.0
327,8451,284695.0
1555,8789,284696.0
630,8458,284717.0
256,8421,284725.0
1570,8791,284729.0
1555,8789,284732.0
1469,8769,284755.0
1469,8769,284773.0
4,8725,284776.0
1569,8511,284784.0
747,8330,284809.0
1469,8769,284840.0
212,8385,284852.0
4,8725,284862.0
256,8421,284896.0
1568,8792,284924.0
212,8385,284932.0
144,8344,285003.0
4,8725,285011.0
1568,8792,285030.0
4,8725,285032.0
144,8344,285040.0
1572,8719,285053.0
1568,8792,285058.0
1551,8788,285060.0
630,8458,285126.0
1173,8300,285132.0
4,8725,285162.0
1522,8313,285201.0
1551,8788,285212.0
233,8453,285212.0
1572,8719,285213.0
1522,8313,285246.0
1469,8769,285258.0
256,8421,285258.0
1568,8792,285322.0
233,8755,285323.0
684,8338,285326.0
4,8725,285343.0
256,8421,285361.0
233,8573,285372.0
526,8510,285379.0
684,8338,285411.0
1551,8788,285422.0
4,8725,285437.0
4,8725,285458.0
1568,8792,285503.0
1469,8769,285512.0
1469,8769,285562.0
4,8725,285604.0
233,8748,285638.0
233,8735,285651.0
4,8725,285736.0
1572,8793,285748.0
535,8581,285804.0
640,8579,285814.0
4,8725,285814.0
1469,8769,285830.0
4,8725,285883.0
1573,8722,285884.0
1469,8769,285892.0
233,8251,285898.0
640,8579,285946.0
321,8313,285946.0
1568,8792,285990.0
107,8275,286008.0
4,8725,286014.0
4,8725,286076.0
1572,8719,286095.0
1568,8792,286116.0
1469,8769,286117.0
233,8593,286149.0
322,8622,286177.0
633,8422,286256.0
640,8579,286260.0
4,8725,286277.0
233,8523,286297.0
327,8455,286349.0
1568,8792,286384.0
195,8384,286392.0
233,8248,286431.0
447,8794,286438.0
233,8423,286442.0
1522,8313,286458.0
17,8313,286459.0
1136,8722,286467.0
195,8384,286470.0
233,8654,286488.0
1551,8788,286508.0
4,8725,286523.0
264,8429,286540.0
195,8384,286562.0
269,8311,286578.0
4,8725,286600.0
1522,8313,286608.0
235,8282,286661.0
1572,8719,286664.0
4,8725,286665.0
321,8313,286680.0
276,8433,286696.0
506,8283,286728.0
1572,8719,286729.0
1551,8788,286746.0
1119,8716,286771.0
1244,8738,286780.0
1469,8769,286793.0
1569,8511,286810.0
1573,8722,286825.0
1555,8789,286826.0
1469,8769,286836.0
195,8384,286846.0
276,8433,286849.0
1119,8716,286856.0
1469,8769,286887.0
1119,8716,286950.0
276,8433,286985.0
1568,8792,287010.0
1572,8719,287056.0
561,8264,287087.0
1119,8716,287088.0
264,8429,287110.0
1574,8722,287116.0
276,8433,287120.0
1119,8716,287139.0
1244,8738,287162.0
1551,8788,287167.0
1119,8716,287170.0
40,8330,287184.0
1574,8722,287205.0
1119,8716,287217.0
1569,8511,287228.0
40,8342,287235.0
40,8289,287246.0
1575,8795,287252.0
107,8319,287259.0
1119,8716,287275.0
40,8409,287276.0
1566,8661,287291.0
1568,8792,287306.0
264,8429,287307.0
1244,8738,287315.0
144,8344,287322.0
1119,8716,287323.0
230,8396,287325.0
1575,8795,287348.0
276,8433,287372.0
1572,8719,287387.0
1551,8788,287412.0
144,8344,287480.0
276,8433,287517.0
212,8385,287535.0
1551,8788,287543.0
1576,8287,287553.0
521,8530,287680.0
1577,8282,287689.0
1244,8738,287690.0
521,8530,287726.0
1578,8463,287778.0
630,8458,287778.0
169,8377,287785.0
27,8254,287842.0
144,8344,287846.0
1551,8788,287877.0
1579,8425,287961.0
1580,8358,287991.0
1244,8738,288011.0
27,8254,288092.0
1551,8788,288158.0
1316,8748,288193.0
68,8719,288264.0
1316,8748,288284.0
1581,8467,288337.0
169,8377,288353.0
117,8326,288355.0
1244,8738,288384.0
1221,8791,288490.0
797,8624,288495.0
1221,8791,288504.0
1568,8792,288525.0
1221,8791,288528.0
1448,8726,288531.0
1316,8748,288559.0
68,8631,288583.0
1221,8791,288635.0
285,8626,288648.0
1568,8792,288653.0
36,8411,288695.0
1579,8425,288703.0
214,8386,288720.0
1551,8788,288732.0
230,8396,288741.0
36,8372,288771.0
1582,8734,288775.0
1478,8774,288802.0
1583,8686,288813.0
36,8372,288841.0
1478,8774,288851.0
1584,8260,288868.0
1569,8469,288891.0
1551,8788,288891.0
1478,8773,288897.0
1568,8792,288898.0
1221,8791,289000.0
1585,8796,289039.0
1586,8774,289088.0
1586,8773,289103.0
1587,8276,289131.0
164,8783,289141.0
1316,8748,289159.0
311,8243,289164.0
230,8396,289199.0
1316,8748,289208.0
1551,8788,289291.0
1588,8466,289296.0
1316,8748,289308.0
285,8796,289322.0
1589,8318,289329.0
1244,8738,289348.0
1585,8796,289368.0
1459,8767,289378.0
218,8389,289513.0
1585,8796,289550.0
1221,8791,289647.0
1221,8791,289663.0
1119,8716,289667.0
1459,8767,289670.0
1221,8791,289688.0
218,8621,289719.0
1119,8716,289724.0
1518,8780,289739.0
1119,8716,289769.0
1583,8686,289787.0
212,8385,289804.0
156,8622,289805.0
1551,8788,289819.0
303,8647,289851.0
1551,8788,289911.0
1221,8791,289915.0
40,8367,289953.0
1221,8791,289961.0
164,8783,290034.0
1233,8384,290054.0
17,8797,290085.0
40,8510,290163.0
212,8385,290190.0
1569,8469,290195.0
1568,8792,290223.0
1551,8788,290259.0
285,8626,290265.0
203,8259,290323.0
1221,8791,290324.0
1588,8466,290349.0
1221,8791,290368.0
90,8305,290386.0
4,8725,290395.0
4,8725,290424.0
1221,8791,290429.0
611,8583,290429.0
1568,8792,290430.0
1568,8792,290450.0
799,8385,290469.0
1590,8331,290470.0
203,8259,290477.0
4,8725,290532.0
1568,8792,290538.0
195,8384,290542.0
63,8467,290559.0
4,8725,290572.0
1555,8789,290584.0
1244,8738,290624.0
1555,8789,290624.0
1591,8570,290637.0
4,8725,290659.0
4,8725,290705.0
203,8259,290713.0
4,8725,290790.0
1555,8789,290811.0
1569,8469,290839.0
1568,8792,290841.0
195,8384,290872.0
1221,8791,290873.0
1569,8469,290879.0
1459,8767,290882.0
1568,8792,290885.0
4,8725,290906.0
4,8725,290935.0
1459,8767,290951.0
203,8259,290962.0
242,8411,290964.0
4,8725,290968.0
797,8624,290974.0
1459,8767,291001.0
4,8725,291054.0
480,8302,291083.0
4,8725,291091.0
4,8725,291131.0
1592,8252,291163.0
203,8259,291225.0
285,8796,291232.0
1569,8469,291236.0
4,8725,291237.0
164,8783,291239.0
4,8725,291264.0
1592,8252,291279.0
203,8259,291300.0
611,8295,291334.0
1244,8738,291370.0
164,8783,291380.0
938,8434,291403.0
4,8725,291407.0
1561,8387,291435.0
1221,8791,291449.0
220,8391,291449.0
1221,8791,291459.0
1221,8791,291475.0
4,8725,291507.0
815,8372,291512.0
164,8783,291522.0
1244,8738,291538.0
1569,8469,291556.0
164,8783,291584.0
1221,8791,291585.0
1593,8297,291593.0
4,8725,291601.0
4,8725,291620.0
1221,8791,291639.0
164,8783,291640.0
4,8725,291685.0
4,8725,291722.0
4,8725,291803.0
1594,8331,291806.0
220,8391,291834.0
1595,8411,291948.0
1596,8293,291952.0
1596,8293,291982.0
4,8725,292058.0
1499,8783,292081.0
4,8725,292092.0
4,8725,292146.0
1459,8767,292188.0
36,8411,292195.0
4,8725,292201.0
1597,8622,292261.0
90,8305,292263.0
1598,8273,292290.0
4,8725,292292.0
1599,8763,292303.0
4,8725,292305.0
204,8378,292340.0
1599,8763,292351.0
164,8783,292380.0
39,8425,292507.0
1599,8763,292511.0
4,8725,292552.0
4,8725,292583.0
90,8305,292632.0
1569,8469,292678.0
269,8311,292735.0
1569,8469,292736.0
39,8434,292810.0
205,8403,292860.0
1459,8767,292863.0
1353,8755,292880.0
1600,8265,292881.0
39,8440,292898.0
39,8440,292914.0
429,8411,292914.0
712,8342,292922.0
1459,8767,292935.0
4,8725,292954.0
1459,8767,292979.0
712,8342,292994.0
4,8725,292995.0
355,8387,293005.0
712,8342,293015.0
4,8725,293018.0
1459,8767,293059.0
1459,8767,293077.0
1459,8767,293102.0
4,8725,293136.0
1459,8767,293182.0
1392,8293,293217.0
1459,8767,293232.0
90,8305,293284.0
1459,8767,293298.0
429,8372,293308.0
897,8734,293344.0
4,8725,293351.0
203,8259,293367.0
1601,8564,293402.0
1459,8767,293443.0
1459,8767,293487.0
1459,8767,293525.0
4,8725,293536.0
4,8725,293548.0
4,8725,293562.0
4,8725,293578.0
4,8725,293598.0
203,8259,293610.0
203,8259,293641.0
1459,8767,293648.0
1602,8734,293668.0
1603,8385,293680.0
4,8725,293711.0
90,8305,293717.0
203,8259,293721.0
1182,8330,293746.0
1604,8535,293888.0
1304,8346,293915.0
897,8734,293938.0
4,8725,293950.0
1304,8346,293965.0
951,8639,294000.0
76,8327,294006.0
1304,8346,294032.0
552,8458,294072.0
4,8725,294088.0
90,8305,294091.0
4,8725,294133.0
76,8327,294180.0
1605,8622,294235.0
485,8517,294236.0
4,8725,294239.0
76,8327,294249.0
4,8725,294274.0
203,8259,294306.0
1561,8708,294319.0
485,8517,294323.0
1605,8622,294370.0
90,8305,294387.0
4,8725,294404.0
4,8725,294425.0
203,8259,294429.0
485,8517,294441.0
1363,8577,294465.0
203,8259,294480.0
4,8725,294484.0
4,8725,294515.0
1549,8273,294519.0
4,8725,294530.0
39,8425,294554.0
203,8259,294558.0
1606,8671,294593.0
76,8327,294598.0
485,8517,294599.0
203,8259,294616.0
4,8725,294622.0
1606,8671,294628.0
4,8725,294687.0
1607,8367,294715.0
1608,8667,294726.0
164,8783,294728.0
1607,8367,294744.0
220,8391,294763.0
4,8725,294779.0
1609,8411,294804.0
1182,8330,294809.0
1182,8330,294812.0
1459,8767,294821.0
4,8725,294822.0
4,8725,294835.0
1609,8411,294835.0
164,8783,294841.0
1459,8767,294866.0
1607,8367,294887.0
1610,8588,294898.0
90,8305,294901.0
897,8734,294944.0
1459,8767,294957.0
203,8259,294963.0
1459,8767,294981.0
145,8276,295027.0
1499,8783,295095.0
164,8783,295104.0
675,8411,295122.0
268,8431,295159.0
203,8259,295201.0
325,8456,295209.0
145,8276,295213.0
1574,8722,295236.0
1561,8645,295237.0
210,8637,295248.0
203,8259,295263.0
325,8456,295264.0
851,8643,295272.0
1574,8722,295279.0
415,8495,295288.0
1611,8422,295307.0
210,8637,295332.0
1574,8722,295341.0
1459,8767,295342.0
897,8719,295343.0
210,8637,295369.0
415,8495,295408.0
1561,8316,295418.0
521,8530,295446.0
1612,8498,295455.0
1574,8722,295464.0
415,8495,295473.0
851,8643,295502.0
1459,8767,295508.0
68,8433,295531.0
1574,8722,295615.0
1613,8330,295636.0
1608,8667,295660.0
218,8389,295665.0
168,8408,295768.0
1459,8767,295784.0
1610,8588,295792.0
875,8651,295813.0
1610,8588,295834.0
1459,8767,295839.0
164,8783,295854.0
197,8375,295863.0
268,8431,295885.0
1227,8649,295893.0
1610,8588,295941.0
239,8409,295977.0
239,8409,296003.0
464,8409,296011.0
164,8783,296013.0
1610,8588,296017.0
851,8643,296021.0
875,8651,296023.0
231,8285,296025.0
1614,8798,296050.0
875,8651,296098.0
675,8411,296113.0
653,8260,296116.0
325,8456,296195.0
325,8456,296209.0
851,8643,296269.0
1608,8667,296302.0
1392,8234,296393.0
1574,8734,296401.0
851,8643,296412.0
400,8737,296520.0
1574,8734,296548.0
325,8456,296554.0
76,8729,296600.0
521,8530,296637.0
1615,8671,296647.0
325,8456,296668.0
325,8456,296699.0
1574,8734,296712.0
521,8530,296824.0
1616,8747,296982.0
897,8791,296986.0
968,8622,297002.0
268,8431,297009.0
1616,8747,297025.0
268,8431,297067.0
1615,8658,297073.0
1617,8578,297148.0
1499,8430,297162.0
897,8734,297167.0
1617,8578,297174.0
968,8622,297174.0
1615,8658,297191.0
429,8318,297206.0
285,8621,297230.0
1615,8658,297239.0
894,8661,297255.0
285,8436,297260.0
1603,8385,297272.0
653,8260,297273.0
1569,8511,297318.0
940,8699,297452.0
1608,8667,297458.0
521,8530,297488.0
1615,8658,297553.0
1459,8767,297567.0
90,8305,297589.0
521,8530,297607.0
1561,8262,297620.0
195,8384,297634.0
521,8530,297676.0
913,8643,297703.0
195,8384,297713.0
1618,8289,297715.0
1569,8511,297718.0
1561,8623,297749.0
521,8530,297766.0
1185,8260,297768.0
1608,8667,297800.0
1619,8299,297831.0
521,8530,297850.0
1569,8511,297851.0
1185,8260,297890.0
1564,8346,297922.0
653,8260,297961.0
1185,8260,297977.0
879,8654,297995.0
308,8455,298014.0
521,8530,298027.0
879,8654,298063.0
653,8260,298137.0
1608,8667,298164.0
521,8530,298196.0
1620,8622,298199.0
521,8530,298246.0
1119,8716,298336.0
521,8530,298362.0
1185,8260,298370.0
1119,8716,298430.0
956,8675,298433.0
379,8799,298442.0
1599,8763,298447.0
521,8530,298456.0
308,8455,298520.0
1608,8667,298522.0
521,8530,298535.0
1442,8766,298596.0
379,8799,298625.0
379,8799,298769.0
1608,8667,298839.0
1621,8800,298966.0
956,8675,298982.0
271,8533,299019.0
290,8443,299109.0
1621,8800,299126.0
379,8799,299147.0
1621,8800,299243.0
379,8799,299262.0
611,8346,299264.0
276,8433,299273.0
1622,8457,299322.0
210,8383,299362.0
1608,8667,299363.0
8,8293,299403.0
210,8383,299407.0
1557,8790,299424.0
8,8293,299433.0
651,8477,299435.0
268,8431,299465.0
168,8408,299466.0
956,8675,299473.0
656,8441,299480.0
8,8293,299483.0
1557,8790,299513.0
210,8383,299534.0
1621,8800,299590.0
938,8434,299618.0
938,8331,299619.0
379,8799,299635.0
1557,8790,299645.0
210,8383,299661.0
1623,8509,299697.0
8,8293,299749.0
956,8675,299764.0
1614,8798,299767.0
